episode_id,split,primary_cause,request_rate,latency,error_rate,db_latency
validation-database_slowdown-108,validation,database_slowdown,430.5571428571428,262.8862857142857,2.641142857142857,105.27457142857143
validation-database_slowdown-109,validation,database_slowdown,293.8,379.7595714285714,4.211285714285714,155.5587142857143
validation-error_burst_5xx-100,validation,application_error_burst,351.0,269.7805714285715,5.647,91.82857142857142
validation-error_burst_5xx-101,validation,application_error_burst,435.0142857142857,223.75957142857143,10.105000000000002,61.8
validation-error_burst_5xx-102,validation,application_error_burst,298.92857142857144,233.6167142857143,5.736428571428571,73.32857142857142
validation-error_burst_5xx-103,validation,application_error_burst,362.2142857142857,287.35728571428575,10.28042857142857,96.44285714285715
validation-error_burst_5xx-104,validation,application_error_burst,434.9428571428571,198.64171428571424,5.711571428571429,66.54285714285713
validation-error_burst_5xx-105,validation,application_error_burst,298.5571428571429,256.78828571428573,10.352428571428572,71.91428571428571
validation-error_burst_5xx-106,validation,application_error_burst,354.40000000000003,277.00642857142856,5.695714285714286,91.94285714285715
validation-error_burst_5xx-107,validation,application_error_burst,415.84285714285716,215.5264285714286,10.249,68.84285714285714
validation-error_burst_5xx-108,validation,application_error_burst,298.07142857142856,251.32742857142856,5.771571428571428,75.75714285714287
validation-error_burst_5xx-109,validation,application_error_burst,350.90000000000003,303.831,10.472,91.8
test-traffic_spike-200,test,traffic_surge,736.5932857142858,249.01428571428573,1.0545714285714285,93.01428571428572
test-traffic_spike-201,test,traffic_surge,1149.227,188.21428571428575,1.0818571428571429,60.05714285714286
test-traffic_spike-202,test,traffic_surge,651.8598571428572,218.38571428571427,1.1297142857142857,68.35714285714286
test-traffic_spike-203,test,traffic_surge,903.4477142857143,264.18571428571425,1.1195714285714284,92.28571428571429
test-traffic_spike-204,test,traffic_surge,927.9551428571428,181.41428571428568,1.0427142857142857,64.62857142857143
test-traffic_spike-205,test,traffic_surge,728.5445714285714,216.28571428571428,1.1199999999999999,73.44285714285715
test-traffic_spike-206,test,traffic_surge,776.9887142857143,264.09999999999997,1.032857142857143,91.07142857142857
test-traffic_spike-207,test,traffic_surge,1018.3014285714286,182.2571428571429,1.0082857142857142,67.2
test-traffic_spike-208,test,traffic_surge,629.8945714285713,221.78571428571428,1.109,75.61428571428571
test-traffic_spike-209,test,traffic_surge,950.4804285714287,257.57142857142856,1.2977142857142856,95.44285714285714
test-latency_increase-200,test,service_delay,414.4142857142857,439.2087142857143,1.0545714285714285,67.0142857142857
test-latency_increase-201,test,service_delay,314.0142857142857,650.653,1.0818571428571429,68.05714285714285
test-latency_increase-202,test,service_delay,362.07142857142856,616.0808571428571,1.1297142857142857,86.35714285714285
test-latency_increase-203,test,service_delay,431.4857142857143,557.057,1.1195714285714284,66.28571428571429
test-latency_increase-204,test,service_delay,298.5,524.4502857142857,1.0427142857142857,72.62857142857143
test-latency_increase-205,test,service_delay,343.34285714285716,729.4844285714286,1.1199999999999999,91.44285714285715
test-latency_increase-206,test,service_delay,437.24285714285713,465.54771428571433,1.032857142857143,65.07142857142857
test-latency_increase-207,test,service_delay,278.35714285714283,630.333,1.0082857142857142,75.20000000000002
test-latency_increase-208,test,service_delay,350.19999999999993,624.7267142857144,1.109,93.61428571428571
test-latency_increase-209,test,service_delay,453.64285714285717,543.2584285714286,1.2977142857142856,69.44285714285715
test-database_slowdown-200,test,database_slowdown,286.91428571428565,448.5261428571429,5.406428571428571,199.67014285714285
test-database_slowdown-201,test,database_slowdown,375.07142857142856,635.4830000000001,6.884142857142857,276.4434285714286
test-database_slowdown-202,test,database_slowdown,437.8428571428572,383.75628571428575,5.481571428571429,160.55814285714285
test-database_slowdown-203,test,database_slowdown,298.7,558.2251428571428,6.921857142857143,239.0355714285714
test-database_slowdown-204,test,database_slowdown,356.54285714285714,522.0214285714286,5.394571428571429,241.1131428571429
test-database_slowdown-205,test,database_slowdown,415.2142857142857,445.9284285714285,6.922285714285715,210.1827142857143
test-database_slowdown-206,test,database_slowdown,302.6857142857143,475.3937142857143,5.384714285714287,194.39914285714286
test-database_slowdown-207,test,database_slowdown,332.5,615.6058571428572,6.810571428571428,299.6557142857142
test-database_slowdown-208,test,database_slowdown,423.5142857142857,389.25014285714286,5.460857142857142,179.7425714285714
test-database_slowdown-209,test,database_slowdown,314.07142857142856,544.3668571428572,7.1,248.8198571428571
test-error_burst_5xx-200,test,application_error_burst,342.7285714285714,320.3,14.797142857142855,93.01428571428572
test-error_burst_5xx-201,test,application_error_burst,453.5571428571429,260.0104285714286,19.405285714285714,60.05714285714286
test-error_burst_5xx-202,test,application_error_burst,303.14285714285717,281.00085714285717,14.872285714285715,68.35714285714286
test-error_burst_5xx-203,test,application_error_burst,356.8,364.9321428571428,19.443,92.28571428571429
test-error_burst_5xx-204,test,application_error_burst,431.2,233.33742857142855,14.785285714285717,64.62857142857143
test-error_burst_5xx-205,test,application_error_burst,287.4428571428571,298.91214285714284,19.44342857142857,73.44285714285715
test-error_burst_5xx-206,test,application_error_burst,361.5714285714285,339.61171428571424,14.775428571428568,91.07142857142857
test-error_burst_5xx-207,test,application_error_burst,402.0857142857143,251.821,19.331714285714288,67.2
test-error_burst_5xx-208,test,application_error_burst,293.18571428571425,285.23571428571427,14.85157142857143,75.61428571428571
test-error_burst_5xx-209,test,application_error_burst,375.1428571428572,355.8268571428571,19.621142857142853,95.44285714285714
